id_alumno,Carrera/Titulo,plan_nombre,año_ingreso,egresado de,porcentaje_avance,cant_aprobadas,promedio_con_aplazo,promedio_sin_aplazo,cnt_materias,año_reinsc,cant_equiv,sexo,cant_hijos,situacion_padre,situacion_madre,tipo_vivienda,loc_per_lect,loc_origen,costeo_familiar,costeo_social,costeo_trabajo,costeo_beca,costeo_otro,trabajo_hace,trabajo_existe,trabajo_ocupacion,horas_sem,trabajo_carrera,trabajo_descripcion,mot_vocacion,mot_sugerencia_familiar,mot_reconocimiento_social,mot_insercion_laboral,mot_perfil_profesional,mot_mejora_economica,mot_util_sociedad,mot_otros_p
656,Análisis de Sistemas,2010,2016,,"30,43",7,"7,14","7,14",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Parcial,"REPARACIÓN DE PC, CARGA DE CARTUCHOS Y VENTA DE INSUMOS INFORMATICOS",N,N,N,N,N,N,N,N
557,Análisis de Sistemas,2010,2015,,"30,43",7,"7,00","7,00",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1894,Análisis de Sistemas,2010,2023,,"30,43",7,"8,29","8,29",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1599,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"6,15","6,80",35,2024,0,Femenino,No tiene,V,V,Casa / Departamento propio,DIAMANTE,DIAMANTE,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1699,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"8,10","8,10",35,2024,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,LA PAZ,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
703,Licenciatura en Sistemas de Información,2010,2016,,"28,57",10,"6,33","7,44",35,2024,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,LA PAZ,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1418,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"6,67","7,30",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,LA PAZ,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,N,N,N,N,N
1521,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"6,13","7,5",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1861,Licenciatura en Sistemas de Información,2010,2023,,"28,57",10,"8,10","8,10",35,2024,4,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1489,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"6,93","8,10",35,2024,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Sin relación,FUNCIONARIA POLICIAL,N,N,N,N,N,N,N,N
1452,Licenciatura en Sistemas de Información,2010,2021,,"28,57",10,"6,92","7,90",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1166,Licenciatura en Sistemas de Información,2010,2018,,"28,57",10,"5,25","7,80",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1691,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"6,67","7,50",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
711,Licenciatura en Sistemas de Información,2010,2016,,"28,57",10,"6,46","7,5",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Mantenimiento,N,N,N,N,N,N,N,N
1650,Licenciatura en Sistemas de Información,2010,2022,,"28,57",10,"5,88","7,30",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1721,Análisis de Sistemas,2010,2022,,"26,09",6,"8,00","8,00",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,EL PUEBLITO,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1580,Análisis de Sistemas,2010,2022,,"26,09",6,"7,14","8,17",23,2024,0,Masculino,No tiene,N,V,Casa / Departamento alquilado,ORO VERDE,HERNANDARIAS,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1449,Análisis de Sistemas,2010,2021,,"26,09",6,"5,42","7,5",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
"17,58",Análisis de Sistemas,2010,2023,,"26,09",6,"5,60","7,67",23,2024,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,ORO VERDE,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1761,Análisis de Sistemas,2010,2023,,"26,09",6,"9,33","9,33",23,2024,3,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1587,Análisis de Sistemas,2010,2022,,"26,09",6,"7,29","8,17",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1473,Análisis de Sistemas,2010,2021,,"26,09",6,"8,00","8,00",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1785,Análisis de Sistemas,2010,2023,,"26,09",6,"6,00","8,00",23,2024,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1763,Análisis de Sistemas,2010,2023,,"26,09",6,"7,83","7,83",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1625,Análisis de Sistemas,2010,2022,,"26,09",6,"6,25","7,83",23,2024,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,S,N,N,N,N,S,N
1841,Análisis de Sistemas,2010,2023,,"26,09",6,"5,50","7,83",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1904,Análisis de Sistemas,2010,2023,,"26,09",6,"5,30","7,67",23,2024,0,Femenino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1341,Análisis de Sistemas,2010,2019,,"26,09",6,"5,88","7,5",23,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
767,Análisis de Sistemas,2010,2016,,"26,09",6,"7,29","7,67",23,2024,2,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
879,Análisis de Sistemas,2010,2017,,"26,09",6,"6,63","8,33",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Parcial,.,N,N,N,N,N,N,N,N
832,Análisis de Sistemas,2010,2017,,"26,09",6,"5,31","7,83",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1902,Análisis de Sistemas,2010,2023,,"26,09",6,"7,67","7,67",23,2024,0,Masculino,No tiene,V,Sin Dato,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
836,Análisis de Sistemas,2010,2017,,"26,09",6,"6,71","7,33",23,2024,0,Femenino,No tiene,V,N,Sin Dato,PARANA,PARANA,S,N,N,S,N,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,Cuidado de niño,N,N,N,N,N,N,N,N
890,Análisis de Sistemas,2010,2017,,"26,09",6,"6,71","7,33",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
"177,5",Análisis de Sistemas,2010,2022,,"26,09",6,"6,13","7,33",23,2024,0,Masculino,No tiene,Sin Dato,Sin Dato,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1124,Análisis de Sistemas,2010,2018,,"26,09",6,"4,60","6,67",23,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,.,N,N,N,N,N,N,N,N
869,Análisis de Sistemas,2010,2017,,"26,09",6,"6,63","7,67",23,2024,0,Masculino,No tiene,D,V,Casa / Departamento alquilado,ORO VERDE,SANTA ELENA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1707,Análisis de Sistemas,2010,2022,,"26,09",6,"6,38","7,83",23,2024,0,Masculino,No tiene,V,V,Pensión,PARANA,URDINARRAIN,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1322,Análisis de Sistemas,2010,2019,,"26,09",6,"7,43","8,33",23,2024,0,Masculino,No tiene,D,V,Sin Dato,PUENTE VICTORIA,VICTORIA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1833,Licenciatura en Sistemas de Información,2010,2023,,"25,71",9,"8,22","8,22",35,2024,5,Masculino,No tiene,Sin Dato,Sin Dato,Sin Dato,ORO VERDE,BOVRIL,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1867,Licenciatura en Sistemas de Información,2010,2023,,"25,71",9,"6,40","8,00",35,2024,4,Masculino,No tiene,V,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
13,Licenciatura en Sistemas de Información,2010,2021,,"25,71",9,"4,52","7,30",35,2024,0,Femenino,No tiene,N,V,Casa / Departamento alquilado,AVENIDA EJERCITO PARANA,PARANA,N,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 10 y hasta 20 horas,Total,PROPIETARIO,N,N,N,N,N,N,S,N
1828,Licenciatura en Sistemas de Información,2010,2023,,"25,71",9,"8,89","8,89",35,2024,4,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1706,Licenciatura en Sistemas de Información,2010,2022,,"25,71",9,"7,10","7,67",35,2024,1,Masculino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1497,Licenciatura en Sistemas de Información,2010,2022,,"25,71",9,"8,56","8,56",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1037,Licenciatura en Sistemas de Información,2010,2018,,"25,71",9,"7,67","7,67",35,2024,3,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
801,Licenciatura en Sistemas de Información,2010,2017,,"25,71",9,"5,63","7,11",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
977,Licenciatura en Sistemas de Información,2010,2018,,"25,71",9,"5,53","6,89",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
717,Licenciatura en Sistemas de Información,2010,2016,,"25,71",9,"4,88","7,44",35,2024,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,VIALE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Total,Analista Qa,S,N,N,S,S,S,S,N
1317,Licenciatura en Sistemas de Información,2010,2019,,"22,86",8,"6,82","7,88",35,2024,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,ESQUINA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
434,Licenciatura en Sistemas de Información,2010,2014,,"22,86",8,"3,85","7,50",35,2024,3,Masculino,No tiene,V,N,Sin Dato,PARANA,GENERAL RAMIREZ,N,N,S,N,N,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,Desarrollo,N,N,N,N,N,N,N,N
948,Licenciatura en Sistemas de Información,2010,2017,,"22,86",8,"4,43","7,50",35,2024,0,Masculino,No tiene,D,V,Casa / Departamento propio,ORO VERDE,ORO VERDE,S,N,S,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,S,N,N,N,N
1812,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"7,11","7,5",35,2024,1,Femenino,No tiene,N,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1830,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"8,25","8,25",35,2024,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1864,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"7,67","8,00",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1703,Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"8,63","8,63",35,2024,8,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1931,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"6,80","7,75",35,2024,1,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1890,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"8,63","8,63",35,2024,0,Masculino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,S,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Sin relación,CADETERIA/MENSAJERIA,N,N,N,N,N,N,N,N
1737,Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"8,38","8,38",35,2024,0,Femenino,No tiene,N,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,S,N,N,N
1729,Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"8,13","8,13",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1780,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"8,13","8,13",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1494,Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"5,38","7,75",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1526,Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"6,15","7,63",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1915,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"5,91","7,38",35,2024,0,Masculino,No tiene,V,V,Otros,PARANA,PARANA,N,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1022,Licenciatura en Sistemas de Información,2010,2018,,"22,86",8,"6,90","8,13",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
591,Licenciatura en Sistemas de Información,2010,2015,,"22,86",8,"6,00","7,5",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
63,Licenciatura en Sistemas de Información,2010,2013,,"22,86",8,"4,50","6,89",35,2024,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Parcial,FACTURACIÓN CON OBRAS SOCIALES,N,N,N,N,N,N,N,N
1899,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"7,22","7,63",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,PRESIDENTE AVELLANEDA,PRESIDENTE AVELLANEDA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1783,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"7,20","7,75",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,ORO VERDE,SAN BENITO,S,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1886,Licenciatura en Sistemas de Información,2010,2023,,"22,86",8,"8,00","8,00",35,2024,0,Masculino,No tiene,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,N,N,N,S,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
"17,52",Licenciatura en Sistemas de Información,2010,2022,,"22,86",8,"8,88","8,88",35,2024,0,Femenino,No tiene,V,V,Casa / Departamento propio,SANTA ELENA,SANTA ELENA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
952,Licenciatura en Sistemas de Información,2010,2017,,"22,86",8,"5,40","7,63",35,2024,0,Masculino,No tiene,V,V,Sin Dato,PARANA,VIALE,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
704,Análisis de Sistemas,2010,2016,,"21,74",5,"7,00","8,00",23,2024,0,Masculino,No tiene,V,V,Sin Dato,BAJADA GRANDE,BAJADA GRANDE,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
117,Análisis de Sistemas,2010,2013,,"21,74",5,"7,40","7,40",23,2024,0,Masculino,No tiene,V,V,Sin Dato,ENTRE RIOS,ENTRE RIOS,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
876,Análisis de Sistemas,2010,2017,,"21,74",5,"6,67","7,60",23,2024,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,ORO VERDE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Mantenimiento De Inmobiliario,N,N,N,N,N,N,N,N
1836,Análisis de Sistemas,2010,2023,,"21,74",5,"8,20","8,20",23,2024,0,Femenino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
